Date,Campus,Is_Weekend,Is_Vacation,Exams,Placement,Akaira,Pravrutti,Freshers_Day,Senior_Sendoff,Convocation,Rajyotsava,Religious_Fest,Industrial_Visit,Temp,Humidity,Hostel_Occupancy,Day_Scholar_Occupancy,Total_Occupancy,Water_Price_Index,Peak_Factor,Water_Usage_L
2015-02-15,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,24.9,53.8,300,400,700,0.91,1.0,80678
2015-02-16,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.8,52.7,750,2200,2950,0.92,1.0,161306
2015-02-17,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.7,35.8,750,2200,2950,1.03,1.0,198578
2015-02-18,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.5,37.6,750,2200,2950,1.09,1.0,219498
2015-02-19,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,26.4,58.2,750,2200,2950,0.82,1.0,183921
2015-02-20,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.4,56.5,750,2200,2950,1.16,1.0,224262
2015-02-21,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,22.3,59.0,300,400,700,1.15,1.0,119013
2015-02-22,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,25.0,57.2,300,400,700,0.82,1.0,77974
2015-02-23,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.5,43.9,750,2200,2950,0.89,1.0,152855
2015-02-24,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.9,42.8,750,2200,2950,1.07,1.0,201374
2015-02-25,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,23.9,57.8,750,2200,2950,1.2,1.0,236153
2015-02-26,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,20.2,48.8,750,2200,2950,0.86,1.0,196362
2015-02-27,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,23.6,57.9,750,2200,2950,0.84,1.0,180924
2015-02-28,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,21.7,55.8,300,400,700,1.17,1.0,109434
2015-03-01,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,34.8,46.8,300,400,700,1.05,1.1,90282
2015-03-02,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,31.7,49.2,750,2200,2950,1.08,1.0,186678
2015-03-03,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,32.6,42.9,750,2200,2950,0.82,1.1,191987
2015-03-04,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,33.2,55.7,750,2200,2950,1.07,1.1,235084
2015-03-05,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,34.6,31.3,750,2200,2950,0.8,1.1,200948
2015-03-06,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,32.7,36.2,750,2200,2950,0.98,1.1,221834
2015-03-07,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,34.5,42.1,300,400,700,0.82,1.1,110697
2015-03-08,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,34.4,56.0,300,400,700,1.15,1.1,97732
2015-03-09,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,33.5,50.2,750,2200,2950,0.99,1.1,195938
2015-03-10,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.5,39.8,750,2200,2950,1.1,1.0,221983
2015-03-11,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,32.8,35.4,750,2200,2950,1.0,1.1,230354
2015-03-12,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.2,54.0,750,2200,2950,0.84,1.0,192839
2015-03-13,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,34.3,47.0,750,2200,2950,0.93,1.1,212006
2015-03-14,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,30.6,36.2,300,400,700,0.95,1.0,104312
2015-03-15,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,30.3,51.9,300,400,700,0.96,1.0,79275
2015-03-16,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,34.9,31.2,750,2200,2950,0.85,1.1,164264
2015-03-17,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,33.0,35.4,750,2200,2950,0.96,1.1,205230
2015-03-18,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,34.3,52.6,750,2200,2950,1.01,1.1,227465
2015-03-19,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,33.6,35.2,750,2200,2950,0.84,1.1,207967
2015-03-20,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,32.4,57.1,750,2200,2950,1.07,1.1,236492
2015-03-21,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,33.4,53.4,300,400,700,0.95,1.1,123476
2015-03-22,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,33.1,31.7,300,400,700,0.83,1.1,83375
2015-03-23,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,30.5,46.6,750,2200,2950,1.09,1.0,182786
2015-03-24,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,31.9,47.1,750,2200,2950,1.07,1.0,214970
2015-03-25,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,31.1,37.4,750,2200,2950,1.19,1.0,242582
2015-03-26,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.2,59.6,750,2200,2950,0.87,1.0,201732
2015-03-27,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,36.0,34.9,750,2200,2950,1.19,1.1,257542
2015-03-28,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,33.4,31.4,300,400,700,0.9,1.1,128229
2015-03-29,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,30.4,43.9,300,400,700,0.9,1.0,82007
2015-03-30,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,32.3,39.7,750,2200,2950,1.15,1.1,212995
2015-03-31,Peenya,0,0,1,1,0,0,0,0,0,0,0,1,30.7,56.9,750,1800,2550,0.88,1.0,184593
2015-04-01,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,35.8,45.4,750,2200,2950,0.83,1.1,192888
2015-04-02,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,31.0,56.0,750,2200,2950,1.11,1.0,224885
2015-04-03,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.2,52.6,750,2200,2950,1.08,1.0,226421
2015-04-04,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,31.9,47.9,300,400,700,1.04,1.0,120351
2015-04-05,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,34.7,37.1,300,400,700,0.99,1.1,91868
2015-04-06,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,32.7,49.8,750,2200,2950,1.05,1.1,198749
2015-04-07,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.2,52.7,750,2200,2950,1.15,1.0,231110
2015-04-08,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,32.0,48.7,750,2200,2950,0.94,1.1,223205
2015-04-09,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,31.8,57.9,750,2200,2950,0.98,1.0,216174
2015-04-10,Peenya,0,0,1,1,1,0,0,0,0,0,0,0,31.5,33.4,750,2200,5450,1.15,1.3,349769
2015-04-11,Gnanagangothri,1,0,1,1,1,0,0,0,0,0,0,0,33.1,36.5,300,400,3200,1.13,1.4000000000000001,252430
2015-04-12,Gnanagangothri,1,0,1,1,1,0,0,0,0,0,0,0,31.4,34.4,300,400,3200,1.01,1.3,201688
2015-04-13,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.5,46.7,750,2200,2950,0.91,1.0,197751
2015-04-14,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,35.9,52.4,750,2200,2950,0.87,1.1,205021
2015-04-15,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,32.9,32.4,750,2200,2950,0.87,1.1,202662
2015-04-16,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.8,32.9,750,2200,2950,0.87,1.0,191469
2015-04-17,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,34.8,34.9,750,2200,2950,1.11,1.1,241675
2015-04-18,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,35.9,57.0,300,400,700,1.12,1.1,134624
2015-04-19,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,31.0,46.3,300,400,700,0.92,1.0,81825
2015-04-20,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,36.0,58.6,750,2200,2950,0.83,1.1,163124
2015-04-21,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,33.1,40.0,750,2200,2950,0.83,1.1,182842
2015-04-22,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,30.9,55.2,750,2200,2950,1.07,1.0,211593
2015-04-23,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.9,45.0,750,2200,2950,0.85,1.0,190768
2015-04-24,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,31.7,47.5,750,2200,2950,1.11,1.0,222321
2015-04-25,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,34.8,49.5,300,400,700,0.84,1.1,112909
2015-04-26,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,31.2,44.3,300,400,700,0.81,1.0,79611
2015-04-27,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,33.9,35.8,750,2200,2950,1.19,1.1,221528
2015-04-28,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,33.5,44.9,750,2200,2950,1.2,1.1,263079
2015-04-29,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,35.7,53.9,750,2200,2950,0.85,1.1,220526
2015-04-30,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,30.4,42.9,750,2200,2950,0.91,1.0,202735
2015-05-01,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,31.6,54.5,750,2200,2950,0.8,1.0,179433
2015-05-02,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,30.8,33.9,300,400,700,1.19,1.0,113958
2015-05-03,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,33.1,43.1,300,400,700,0.89,1.1,84618
2015-05-04,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,32.4,30.5,750,2200,2950,1.09,1.1,205316
2015-05-05,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,31.1,45.7,750,2200,2950,0.81,1.0,180417
2015-05-06,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,35.1,41.7,750,2200,2950,1.05,1.1,226411
2015-05-07,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,33.7,44.8,750,2200,2950,0.87,1.1,211166
2015-05-08,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,35.7,33.6,750,2200,2950,0.88,1.1,206611
2015-05-09,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,34.8,59.5,300,400,700,1.2,1.1,127493
2015-05-10,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,34.8,58.4,300,400,700,1.04,1.1,98825
2015-05-11,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,32.6,39.5,750,2200,2950,1.02,1.1,198082
2015-05-12,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,36.0,37.1,750,2200,2950,0.82,1.1,192582
2015-05-13,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,30.2,33.4,750,2200,2950,1.01,1.0,207197
2015-05-14,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,34.9,41.7,750,2200,2950,1.13,1.1,248955
2015-05-15,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,33.8,39.3,750,2200,2950,0.84,1.1,212976
2015-05-16,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,35.6,32.8,300,400,700,1.15,1.1,127032
2015-05-17,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,31.2,53.3,300,400,700,0.94,1.0,84504
2015-05-18,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,33.8,56.9,750,2200,2950,1.18,1.1,217799
2015-05-19,Peenya,0,0,1,1,0,0,0,0,0,0,0,0,30.2,59.7,750,2200,2950,1.17,1.0,242082
2015-05-20,Gnanagangothri,0,0,1,1,0,0,0,1,0,0,0,0,33.4,30.0,750,2200,4450,0.85,1.4000000000000001,283815
2015-05-21,Peenya,0,0,1,1,0,0,0,1,0,0,0,0,35.6,54.4,750,2200,4450,0.81,1.4000000000000001,289524
2015-05-22,Peenya,0,0,1,1,0,0,0,1,0,0,0,0,30.2,35.8,750,2200,4450,1.17,1.3,353989
2015-05-23,Peenya,1,0,1,1,0,0,0,1,0,0,0,0,35.6,33.8,300,400,2200,1.14,1.4000000000000001,231457
2015-05-24,Gnanagangothri,1,0,1,1,0,0,0,1,0,0,0,0,35.7,59.5,300,400,2200,0.99,1.4000000000000001,183775
2015-05-25,Peenya,0,0,1,1,0,0,0,1,0,0,0,0,32.1,38.6,750,2200,4450,1.04,1.4000000000000001,308409
2015-05-26,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,30.1,38.2,750,2200,2950,0.83,1.0,220708
2015-05-27,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,34.2,50.3,750,2200,2950,1.2,1.1,263540
2015-05-28,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,35.7,40.4,750,2200,2950,1.05,1.1,250694
2015-05-29,Gnanagangothri,0,0,1,1,0,0,0,0,0,0,0,0,34.3,57.7,750,2200,2950,1.07,1.1,255365
2015-05-30,Peenya,1,0,1,1,0,0,0,0,0,0,0,0,32.2,33.7,300,400,700,1.0,1.1,128674
2015-05-31,Gnanagangothri,1,0,1,1,0,0,0,0,0,0,0,0,33.8,58.6,300,400,700,0.96,1.1,89847
2015-06-01,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,26.0,87.5,750,2200,2950,1.01,1.0,172823
2015-06-02,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,24.0,63.4,750,2200,2950,0.96,1.0,194898
2015-06-03,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,1,24.7,79.2,750,1800,2550,1.17,1.0,219820
2015-06-04,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.7,75.8,750,2200,2950,1.0,1.0,210731
2015-06-05,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,23.4,63.0,750,2200,2950,0.92,1.0,201333
2015-06-06,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,21.6,85.8,300,400,700,0.81,1.0,100940
2015-06-07,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,21.5,60.9,300,400,700,1.18,1.0,86685
2015-06-08,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,25.1,62.0,750,2200,2950,0.83,1.0,146374
2015-06-09,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.4,71.2,750,2200,2950,0.95,1.0,187149
2015-06-10,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,22.0,83.4,750,2200,2950,0.96,1.0,201445
2015-06-11,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,26.1,69.9,750,2200,2950,1.16,1.0,232483
2015-06-12,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,25.1,71.7,750,2200,2950,1.08,1.0,229890
2015-06-13,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,20.6,70.0,300,400,700,1.12,1.0,121117
2015-06-14,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,26.1,72.1,300,400,700,1.14,1.0,91523
2015-06-15,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,24.8,89.7,750,2200,2950,0.81,1.0,149408
2015-06-16,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,25.8,67.5,750,2200,2950,0.83,1.0,165085
2015-06-17,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,21.0,82.7,750,2200,2950,1.15,1.0,220313
2015-06-18,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,21.7,72.9,750,2200,2950,1.15,1.0,235537
2015-06-19,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,22.6,77.1,750,2200,2950,1.0,1.0,214380
2015-06-20,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,24.8,68.7,300,400,700,1.18,1.0,123685
2015-06-21,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,23.2,85.5,300,400,700,1.13,1.0,88866
2015-06-22,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,23.3,61.4,750,2200,2950,0.92,1.0,162260
2015-06-23,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,20.9,66.2,750,2200,2950,1.18,1.0,222035
2015-06-24,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,20.1,60.5,750,2200,2950,0.87,1.0,193710
2015-06-25,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,21.1,62.0,750,2200,2950,0.81,1.0,174254
2015-06-26,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,20.5,82.4,750,2200,2950,1.12,1.0,212338
2015-06-27,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,24.0,67.3,300,400,700,1.11,1.0,114481
2015-06-28,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,20.8,75.8,300,400,700,1.16,1.0,88649
2015-06-29,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,20.6,72.0,750,2200,2950,1.16,1.0,197704
2015-06-30,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,23.7,86.3,750,2200,2950,0.9,1.0,194167
2015-07-01,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,25.9,72.2,750,2200,2950,1.03,1.0,207594
2015-07-02,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,1,21.3,62.1,750,1800,2550,0.98,1.0,193060
2015-07-03,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,22.4,69.1,750,2200,2950,1.1,1.0,220599
2015-07-04,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,24.2,63.1,300,400,700,0.92,1.0,105884
2015-07-05,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,21.3,89.4,300,400,700,1.08,1.0,87241
2015-07-06,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.8,71.9,750,2200,2950,1.04,1.0,180899
2015-07-07,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,22.1,60.7,750,2200,2950,1.08,1.0,213167
2015-07-08,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,24.3,66.0,750,2200,2950,1.03,1.0,214763
2015-07-09,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,23.9,86.5,750,2200,2950,0.91,1.0,192770
2015-07-10,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.6,84.2,750,2200,2950,1.0,1.0,203736
2015-07-11,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,24.2,65.3,300,400,700,1.09,1.0,109872
2015-07-12,Gnanagangothri,1,0,1,0,0,0,0,0,0,0,0,0,21.2,62.2,300,400,700,0.92,1.0,71096
2015-07-13,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,24.9,89.7,750,2200,2950,1.17,1.0,193662
2015-07-14,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,25.6,62.8,750,2200,2950,0.86,1.0,185575
2015-07-15,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,26.9,72.3,750,2200,2950,0.93,1.0,189302
2015-07-16,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.6,84.1,750,2200,2950,0.94,1.0,194812
2015-07-17,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,24.0,73.6,750,2200,2950,1.01,1.0,205903
2015-07-18,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,20.8,79.4,300,400,700,0.9,1.0,102996
2015-07-19,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,24.9,82.6,300,400,700,0.85,1.0,69263
2015-07-20,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,21.8,71.7,750,2200,2950,1.09,1.0,176212
2015-07-21,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.0,88.0,750,2200,2950,1.01,1.0,202665
2015-07-22,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,26.3,65.2,750,2200,2950,0.98,1.0,207636
2015-07-23,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,24.7,69.9,750,2200,2950,0.81,1.0,180811
2015-07-24,Gnanagangothri,0,0,1,0,0,0,0,0,0,0,0,0,23.8,70.6,750,2200,2950,0.87,1.0,185748
2015-07-25,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,24.3,88.1,300,400,700,1.17,1.0,110163
2015-07-26,Peenya,1,0,1,0,0,0,0,0,0,0,0,0,25.9,87.2,300,400,700,1.09,1.0,81701
2015-07-27,Peenya,0,0,1,0,0,0,0,0,0,0,0,1,25.9,63.5,750,1800,2550,1.05,1.0,168152
2015-07-28,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,25.2,79.5,750,2200,2950,0.88,1.0,181194
2015-07-29,Peenya,0,0,1,0,0,0,0,0,0,0,0,0,21.9,89.6,750,2200,2950,0.93,1.0,192759
2015-07-30,Peenya,0,0,1,0,0,0,0,0,0,0,0,1,23.3,82.6,750,1800,2550,1.06,1.0,201471
